block_id,p_star,y,hi,h,prime_log_sum,theta_local_error,theta_local_sum_from_sieve,prime_log_sum_check_delta,theta_local_norm,theta_start_error,theta_end_error,theta_end_norm,theta_pstar_error,theta_pstar_norm,theta_start_sign,theta_end_sign,theta_local_sign,theta_crosses_sign,Q_max,near_forbidden_proxy,post_Q,cp_ratio,d_worst,is_tail,scale_bin,depth_bin,mu_bin
64,604810421,604757400,604810421,53021,51986.601556729926,-1034.3984432700745,51986.60155856609,-1.8361679394729435e-06,-0.010987106031064241,-12190.907531023026,-13225.305972456932,-0.0013152718046089155,-13225.305972456932,-0.0013152718046089155,negative,negative,negative,False,0.4494568065190746,False,0.022823540091301494,0.4494568065190746,0.5487978692884932,True,p>=500M,0.50-0.55,0.018-0.05
65,3439001,3438886,3438889,3,30.10131744255433,27.10131744255433,30.101317442487925,6.640377137046016e-11,0.06907435898944266,-1045.3623905098066,-1018.2610730673186,-0.002424035800293034,-1085.1090338020585,-0.0025831184153276383,negative,negative,positive,False,0.0792717980142518,False,0.009275601661059403,0.0792717980142518,0.5480401426356053,False,p<100M,0.50-0.55,>=1.00
66,1196077,1196076,1196077,1,13.994557592691232,12.994557592691232,13.994557592784986,-9.375433762670582e-11,0.06635033971160008,-687.4504196126945,-674.4558620199095,-0.0031488764187862727,-674.4558620199095,-0.0031488764187862727,negative,negative,positive,False,0.0711424243631883,False,0.0,0.0711424243631883,0.547773217609015,False,p<100M,0.50-0.55,0.25-0.50
67,39699197,39695992,39699197,3205,2939.4627525280343,-265.53724747196566,2939.4627524912357,3.679861038108356e-08,-0.015321176508355204,-3271.02866448462,-3536.5659119933844,-0.0018334605893745716,-3536.5659119933844,-0.0018334605893745716,negative,negative,negative,False,0.1495716452263878,False,0.0,0.1495716452263878,0.5473945756897027,False,p<100M,0.50-0.55,0.10-0.25
68,1192069,1192068,1192069,1,13.991201010838148,12.991201010838148,13.991201010765508,7.264056023359444e-11,0.06636503233835843,-681.3991396855563,-668.4079386747908,-0.0031273818402297467,-668.4079386747908,-0.0031273818402297467,negative,negative,positive,False,0.0712244136304279,False,0.0,0.0712244136304279,0.5469392600349418,False,p<100M,0.50-0.55,0.25-0.50
69,108581987,108578163,108581987,3824,3423.0546931432327,-400.9453068567673,3423.0546931177378,2.5494955480098724e-08,-0.01893830644776393,-5334.006957024336,-5734.952263906598,-0.0016075550798516907,-5734.952263906598,-0.0016075550798516907,negative,negative,negative,False,0.1469597990717331,False,0.027161565718783934,0.1469597990717332,0.5466631288926747,False,100M<=p<500M,0.50-0.55,0.10-0.25
70,12847921,12847029,12847921,892,752.9582314477574,-139.04176855224262,752.9582314472646,4.928324415232055e-10,-0.01737540243323043,-1918.786244329065,-2057.8280128818005,-0.0021427162451703235,-2057.8280128818005,-0.0021427162451703235,negative,negative,negative,False,0.0908608054490663,False,0.0,0.0908608054490663,0.5432900203093735,False,p<100M,0.50-0.55,0.25-0.50
71,1191481,1191480,1191481,1,13.990707629107597,12.990707629107597,13.990707629127428,-1.9831247755064396e-11,0.06636719254251143,-681.0183241898194,-668.027616560692,-0.0031265940287576693,-668.027616560692,-0.0031265940287576693,negative,negative,positive,False,0.0710316103925829,False,0.0,0.0710316103925829,0.5428951223217148,False,p<100M,0.50-0.55,0.25-0.50
72,12843647,12843190,12843647,457,343.73514559423506,-113.26485440576494,343.73514558933675,4.898311090073548e-09,-0.01977546674449774,-1942.7487491220236,-2056.013603532687,-0.002141270210079649,-2056.013603532687,-0.002141270210079649,negative,negative,negative,False,0.0679786634633438,False,0.012220099321320236,0.0679786634633438,0.5413127420473837,False,p<100M,0.50-0.55,0.50-1.00
73,40882169,40877269,40882169,4900,4679.48040130128,-220.51959869872007,4679.480401344597,-4.3317413656041026e-08,-0.010255891101582853,-3395.6709299385548,-3616.1905285939574,-0.0018412323091605792,-3616.1905285939574,-0.0018412323091605792,negative,negative,negative,False,0.1837301433813745,False,0.0,0.1837301433813744,0.540882856167803,False,p<100M,0.50-0.55,0.10-0.25
74,1186291,1186290,1186291,1,13.986342191006576,12.986342191006576,13.986342190997675,8.901324122234655e-12,0.06638631209978839,-680.765195001848,-667.7788528108504,-0.0031342147122905614,-667.7788528108504,-0.0031342147122905614,negative,negative,positive,False,0.0716803042452162,False,0.0,0.0716803042452162,0.5407802134133265,False,p<100M,0.50-0.55,0.50-1.00
75,113195507,113182659,113195507,12848,12517.584962055604,-330.4150379443963,12517.584962025285,3.0318915378302336e-08,-0.008476290536708852,-5530.510308668017,-5860.925346642733,-0.0016018261842435128,-5860.925346642733,-0.0016018261842435128,negative,negative,negative,False,0.2647255241959858,False,0.013423486419239837,0.2644876580421342,0.540411260645798,False,100M<=p<500M,0.50-0.55,0.05-0.10
76,2879,2878,2879,1,7.965198290612176,6.965198290612176,7.965198290612079,9.681144774731365e-14,0.10978431615958485,-57.415457612962655,-50.450259322350576,-0.01482004037253858,-50.450259322350576,-0.01482004037253858,negative,negative,positive,False,0.1282261417306278,False,0.0,0.1282261417306278,0.5383936210858575,False,p<100M,0.50-0.55,>=1.00
77,39674417,39673239,39674417,1178,979.7873201849598,-198.21267981504025,979.7873201817274,3.232344170100987e-09,-0.018865593333337226,-3315.9374150261283,-3514.150094844401,-0.001822538497537639,-3514.150094844401,-0.001822538497537639,negative,negative,negative,False,0.0933658727593846,False,0.007875410752616305,0.0933658727593846,0.5400354849372387,False,p<100M,0.50-0.55,0.25-0.50
78,3441797,3441229,3441797,568,511.7482961572121,-56.25170384278789,511.74829615745693,-2.448246050335001e-10,-0.010418416157255138,-1025.354753584601,-1081.606457427144,-0.0025734565076557373,-1081.606457427144,-0.0025734565076557373,negative,negative,negative,False,0.0865309897820664,False,0.01826160714045132,0.0865309897820664,0.5395140348759366,False,p<100M,0.50-0.55,0.10-0.25
79,109546081,109535495,109546081,10586,10255.541529067756,-330.4584709322444,10255.541529163718,-9.59626049734652e-08,-0.009372404514730353,-5445.4656841903925,-5775.924155026674,-0.0016103606118115933,-5775.924155026674,-0.0016103606118115933,negative,negative,negative,False,0.2408302537232801,False,0.0064669537032203345,0.2408302537232801,0.5395123641595936,False,100M<=p<500M,0.50-0.55,0.05-0.10
80,1198607,1198510,1198513,3,27.993182690643494,24.993182690643494,27.993182690581307,6.218670023372397e-11,0.07365656338621805,-658.2290955216158,-633.2359128310345,-0.0029525655295751575,-671.2493789126165,-0.003129651701401577,negative,negative,positive,False,0.0831464357639209,False,0.0022111566240151973,0.0831464357639209,0.5391643679924852,False,p<100M,0.50-0.55,0.50-1.00
81,1512197,1512196,1512197,1,14.22907411823977,13.22907411823977,14.229074118193239,4.653166740808956e-11,0.06533955411941986,-768.6513058389537,-755.4222317207605,-0.003034116781405166,-755.4222317207605,-0.003034116781405166,negative,negative,positive,False,0.0705955645536329,False,0.0,0.0705955645536329,0.5390922629679531,False,p<100M,0.50-0.55,0.50-1.00
82,12782599,12782006,12782500,494,425.4526922582727,-68.54730774172731,425.4526922516525,6.620211934205145e-09,-0.011517798190993916,-1967.4019846413285,-2035.949292389676,-0.0021266793039514554,-2102.2221084143966,-0.002195894918482551,negative,negative,negative,False,0.0796044258439215,False,0.0,0.0796044258439215,0.5390778316381877,False,p<100M,0.50-0.55,0.50-1.00
83,42923,42922,42923,1,10.66716309178561,9.66716309178561,10.66716309178446,1.1510792319313623e-12,0.0849573926179324,-153.66202823715867,-143.9948651453742,-0.0061080713427932205,-143.9948651453742,-0.0061080713427932205,negative,negative,positive,False,0.0952612074725035,False,0.0,0.0952612074725035,0.5387334988897204,False,p<100M,0.50-0.55,0.50-1.00
84,617579,617578,617579,1,13.33356227452393,12.33356227452393,13.33356227457989,-5.596056951162609e-11,0.06937390539206914,-497.6289904229343,-485.2954281483544,-0.003473501995490664,-485.2954281483544,-0.003473501995490664,negative,negative,positive,False,0.0752538383487422,False,0.0,0.0752538383487422,0.5383644544654106,False,p<100M,0.50-0.55,0.50-1.00
85,10357,10356,10357,1,9.24541789858888,8.24541789858888,9.24541789858813,7.496225862269057e-13,0.09646273672542288,-81.63468962029765,-73.38927172170952,-0.008436503620822672,-73.38927172170952,-0.008436503620822672,negative,negative,positive,False,0.1086725867349362,False,0.0,0.1086725867349362,0.5380026021199632,False,p<100M,0.50-0.55,0.50-1.00
86,15859,15858,15859,1,9.6714924414986,8.6714924414986,9.67149244149914,-5.400124791776761e-13,0.09270578941598219,-116.33664352434243,-107.6651510828433,-0.009140085559202331,-107.6651510828433,-0.009140085559202331,negative,negative,positive,False,0.1069835705399953,False,0.0,0.1069835705399953,0.5376501929929863,False,p<100M,0.50-0.55,>=1.00
87,109467389,109460158,109467389,7231,7052.730369859765,-178.26963014023477,7052.7303698807955,-2.103024598909542e-08,-0.006118035337516266,-5598.029958710074,-5776.299588829279,-0.0016111691166650886,-5776.299588829279,-0.0016111691166650886,negative,negative,negative,False,0.2045445847739718,False,0.03085627775811593,0.2045445847739718,0.5381612551129792,False,100M<=p<500M,0.50-0.55,0.05-0.10
88,3290641,3290318,3290641,323,285.1242416430068,-37.875758356993174,285.12424164265394,3.5288394428789616e-10,-0.009358276475857805,-1037.6086657783017,-1075.4844241356477,-0.002632689664073648,-1075.4844241356477,-0.002632689664073648,negative,negative,negative,False,0.0705553720204413,False,0.0,0.0705553720204413,0.5381235805731697,False,p<100M,0.50-0.55,0.25-0.50
89,1188149,1188148,1188149,1,13.987907191915609,12.987907191915609,13.987907191971317,-5.5708326840431255e-11,0.06637945651859609,-692.4583857012913,-679.47047850932,-0.0031858817684435334,-679.47047850932,-0.0031858817684435334,negative,negative,positive,False,0.0739495641263946,False,0.0,0.0739495641263946,0.5380641307750015,False,p<100M,0.50-0.55,>=1.00
90,179641471,179630689,179641471,10782,10320.498783983438,-461.50121601656247,10320.498783886433,9.700488590169698e-08,-0.012303256907301843,-6845.737265765667,-7307.238481879234,-0.0015092003137835662,-7307.238481879234,-0.0015092003137835662,negative,negative,negative,False,0.2296201708973325,False,0.0,0.2296201708973325,0.5377503501660157,False,100M<=p<500M,0.50-0.55,0.05-0.10
91,179602723,179595316,179602723,7407,6956.282703309585,-450.7172966904154,6956.282703250647,5.893798515899107e-08,-0.014497389848087155,-6881.503882437944,-7332.221179187298,-0.001514557841539917,-7332.221179187298,-0.001514557841539917,negative,negative,negative,False,0.1917202756433797,False,0.022268676840985966,0.1917202756433796,0.5376464937949953,False,100M<=p<500M,0.50-0.55,0.10-0.25
92,3453943,3453942,3453943,1,15.055027034946916,14.055027034946916,15.055027035064995,-1.1807976818545285e-10,0.06201098157230747,-1123.8141139973886,-1109.7590869623236,-0.002634559718110449,-1109.7590869623236,-0.002634559718110449,negative,negative,positive,False,0.0687276505309807,False,0.0,0.0687276505309807,0.5373789667147972,False,p<100M,0.50-0.55,>=1.00
93,1188839,1188838,1188839,1,13.988487758598636,12.988487758598636,13.988487758673728,-7.509193267196679e-11,0.06637691366864772,-683.0503481649794,-670.0618604063056,-0.003140594332914024,-670.0618604063056,-0.003140594332914024,negative,negative,positive,False,0.0717695715648134,False,0.0,0.0717695715648134,0.5372359959486275,False,p<100M,0.50-0.55,0.50-1.00
94,618119,618118,618119,1,13.334436274537484,12.334436274537484,13.334436274482869,5.46158673842001e-11,0.06936972696006967,-504.2708779973909,-491.93644172290806,-0.0035190353407954763,-491.93644172290806,-0.0035190353407954763,negative,negative,positive,False,0.0765541684740735,False,0.0,0.0765541684740735,0.5372269591236287,False,p<100M,0.50-0.55,>=1.00
95,178011341,178005997,178011341,5344,4977.303741810865,-366.6962581891348,4977.303741812706,-1.8408172763884068e-09,-0.01389910539003488,-6928.719794124365,-7295.416052311659,-0.0015150948529914917,-7295.416052311659,-0.0015150948529914917,negative,negative,negative,False,0.1648839859416764,False,0.0040991343329095575,0.1648839859416764,0.5358119762526253,False,100M<=p<500M,0.50-0.55,0.10-0.25
96,3438637,3438262,3438637,375,346.16209037328315,-28.83790962671685,346.16209037415683,-8.736833478906192e-10,-0.006574176186035109,-1053.486155304592,-1082.3240649304353,-0.0025766613623666727,-1082.3240649304353,-0.0025766613623666727,negative,negative,negative,False,0.0753076301542394,False,0.0,0.0753076301542394,0.535785265866539,False,p<100M,0.50-0.55,0.25-0.50
97,30981239,30980149,30981239,1090,914.1903376567712,-175.80966234322875,914.1903376616538,-4.882508619630244e-09,-0.017898105575295243,-2952.149568594992,-3127.9592309333384,-0.0018888143238697233,-3127.9592309333384,-0.0018888143238697233,negative,negative,negative,False,0.0903727573504991,False,0.0,0.0903727573504991,0.5356766554453358,False,p<100M,0.50-0.55,0.25-0.50
98,33843191,33842396,33843191,795,606.8032714647729,-188.19672853522707,606.8032714575529,7.220023690024391e-09,-0.022205888916200504,-3073.3970000743866,-3261.5937286168337,-0.0018652363413958796,-3261.5937286168337,-0.0018652363413958796,negative,negative,negative,False,0.0761893412087709,False,0.01786698348384646,0.0761893412087709,0.5345501807262867,False,p<100M,0.50-0.55,0.25-0.50
99,4991101,4990677,4991034,357,339.30863397805143,-17.691366021948568,339.3086339784786,-4.2717829273897223e-10,-0.003936226971209988,-1236.9318059515208,-1254.6231719730422,-0.002360867802051654,-1306.2000048886985,-0.0024579009357457455,negative,negative,negative,False,0.076175182058325,False,0.0,0.076175182058325,0.5342438000894038,False,p<100M,0.50-0.55,0.25-0.50
100,6421,6420,6421,1,8.76732914779405,7.767329147794049,8.767329147794044,5.329070518200751e-15,0.10105017882812024,-81.27686966760302,-73.50954051980898,-0.011934596775439373,-73.50954051980898,-0.011934596775439373,negative,negative,positive,False,0.1159896775054861,False,0.0,0.1159896775054861,0.5323687426386106,False,p<100M,0.50-0.55,0.50-1.00
101,1510643,1510642,1510643,1,14.228045945966745,13.228045945966745,14.228045945987105,-2.036060209320567e-11,0.06534391885919917,-765.5613847619388,-752.3333388159517,-0.003023701172285956,-752.3333388159517,-0.003023701172285956,negative,negative,positive,False,0.070535407834942,False,0.0,0.0705354078349421,0.5338034921123053,False,p<100M,0.50-0.55,0.50-1.00
102,33477793,33476547,33477793,1246,1091.5615335152456,-154.43846648475437,1091.5615335181355,-2.8899194148834795e-09,-0.014574046255045851,-3081.9130752682686,-3236.351541750133,-0.0018632063861546632,-3236.351541750133,-0.0018632063861546632,negative,negative,negative,False,0.096662723146914,False,0.0,0.096662723146914,0.5336355661151887,False,p<100M,0.50-0.55,0.25-0.50
103,33824779,33823778,33824779,1001,988.1912543848016,-12.808745615198404,988.1912543848157,-1.4097167877480388e-11,-0.001346965534377155,-3248.657549545169,-3261.466295160353,-0.0018657881583725793,-3261.466295160353,-0.0018657881583725793,negative,negative,negative,False,0.0986530057695944,False,0.0,0.0986530057695944,0.5335696880981906,False,p<100M,0.50-0.55,0.25-0.50
104,30358319,30357034,30358319,1285,1119.8564136664406,-165.14358633355937,1119.8564136698842,-3.4435743145877495e-09,-0.015520693501858994,-2931.431284442544,-3096.57487077266,-0.0018934057855686678,-3096.57487077266,-0.0018934057855686678,negative,negative,negative,False,0.097634505621578,False,0.0,0.097634505621578,0.5335152787442251,False,p<100M,0.50-0.55,0.25-0.50
105,604432601,604410439,604432601,22162,21473.4086597927,-688.5913402072983,21473.40865957737,2.153319655917585e-07,-0.01131366562712694,-12529.509620308876,-13218.100960731506,-0.001315047324760376,-13218.100960731506,-0.001315047324760376,negative,negative,negative,False,0.2914811871626422,False,0.0185650504340669,0.2914811871626422,0.5334724890412538,True,p>=500M,0.50-0.55,0.05-0.10
106,479,478,479,1,6.171700597410915,5.171700597410915,6.171700597410904,1.0658141036401503e-14,0.13577620815148708,-28.214570789345373,-23.04287019193447,-0.027641341587881813,-23.04287019193447,-0.027641341587881813,negative,negative,positive,False,0.1648068982246287,False,0.0,0.1648068982246287,0.526681881879525,False,p<100M,0.50-0.55,>=1.00
107,231701,231700,231701,1,12.35320302633692,11.35320302633692,12.353203026345,-8.078870905592339e-12,0.07439765484542127,-334.52695301611675,-323.17374998977175,-0.004399597689140821,-323.17374998977175,-0.004399597689140821,negative,negative,positive,False,0.0810551545684911,False,0.0,0.0810551545684911,0.5331403909545931,False,p<100M,0.50-0.55,0.50-1.00
108,39634747,39633125,39634747,1622,1452.1012223409105,-169.89877765908955,1452.1012223362923,4.618186721927486e-09,-0.01378244204992711,-3354.5404203534126,-3524.4391980171204,-0.0018289983903812953,-3524.4391980171204,-0.0018289983903812953,negative,negative,negative,False,0.1078488246263689,False,0.01500814080264492,0.1078488246263689,0.5326889060760399,False,p<100M,0.50-0.55,0.10-0.25
109,33492847,33491912,33492847,935,797.0341024200071,-137.96589757999288,797.0341024324298,-1.2422674444678705e-08,-0.015028896455792539,-3112.878833245486,-3250.8447308130562,-0.00187103254247571,-3250.8447308130562,-0.00187103254247571,negative,negative,negative,False,0.0863386781827271,False,0.0007634157659418516,0.0863386781827271,0.5320909810863297,False,p<100M,0.50-0.55,0.25-0.50
110,39655321,39654336,39655321,985,857.290404709621,-127.70959529037896,857.2904047220945,-1.2473492461140268e-08,-0.013293550654843576,-3396.049545146525,-3523.7591404244304,-0.0018280625930801714,-3523.7591404244304,-0.0018280625930801714,negative,negative,negative,False,0.0882379519127139,False,0.008565628528145732,0.0882379519127139,0.5318347313275046,False,p<100M,0.50-0.55,0.25-0.50
111,30780011,30777698,30780011,2313,2172.534533636001,-140.46546636399898,2172.5345336310565,4.944467946188524e-09,-0.009823981230438908,-2981.4472898431122,-3121.9127562120557,-0.0018927451930781957,-3121.9127562120557,-0.0018927451930781957,negative,negative,negative,False,0.1309387070981607,False,0.021876614984444962,0.1309387070981607,0.5309952999263841,False,p<100M,0.50-0.55,0.10-0.25
112,3459077,3459076,3459077,1,15.056512348440547,14.056512348440547,15.056512348353863,8.668443740589282e-11,0.062005299435059405,-1108.7471121349372,-1094.6905997865833,-0.0025963456217483996,-1094.6905997865833,-0.0025963456217483996,negative,negative,positive,False,0.067178289113327,False,0.0,0.067178289113327,0.5309002471242389,False,p<100M,0.50-0.55,0.50-1.00
113,30784249,30783029,30784249,1220,1086.2770699150446,-133.72293008495535,1086.2770699225366,-7.491962605854496e-09,-0.012877299845060272,-2984.548705305904,-3118.2716353833675,-0.0018903773374238542,-3118.2716353833675,-0.0018903773374238542,negative,negative,negative,False,0.0966458075650577,False,0.005301965875065189,0.0966458075650577,0.5308476141128191,False,p<100M,0.50-0.55,0.25-0.50
114,359477,359416,359419,3,25.58448267109209,22.58448267109209,25.58448267111089,-1.880096078821225e-11,0.07967922224676,-379.9374702558853,-357.3529875847744,-0.0036425324076125574,-376.9759492002195,-0.0038421441594959057,negative,negative,positive,False,0.0897827713986883,False,0.0,0.0897827713986883,0.5304277645296801,False,p<100M,0.50-0.55,0.25-0.50
115,3453551,3453550,3453551,1,15.054913535029169,14.054913535029169,15.054913535248488,-2.1931967353339132e-10,0.06201141581420776,-1138.2979486407712,-1124.2430351055227,-0.0026691362138634264,-1124.2430351055227,-0.0026691362138634264,negative,negative,positive,False,0.0680235969848095,False,0.0,0.0680235969848095,0.5305254409522788,False,p<100M,0.50-0.55,>=1.00
116,12830269,12829371,12830269,898,851.0986254543884,-46.90137454561159,851.098625458777,-4.388539309729822e-09,-0.005842414661515904,-2003.6313672810793,-2050.5327418223023,-0.002136947252241641,-2050.5327418223023,-0.002136947252241641,negative,negative,negative,False,0.0962426881171498,False,0.015879039428894674,0.0962426881171498,0.5305042768566353,False,p<100M,0.50-0.55,0.10-0.25
117,17992327,17991472,17992177,705,701.6279819323622,-3.3720180676377822,701.6279819309711,1.3910721463616937e-09,-0.0004550704835416035,-2367.5306808017194,-2370.9026988707483,-0.002002883275558389,-2454.0808936432004,-0.002073139562512844,negative,negative,negative,False,0.0927710098591296,False,0.00837399585414129,0.0927710098591296,0.5299185547781826,False,p<100M,0.50-0.55,0.25-0.50
118,179650181,179648340,179650181,1841,1463.5017902658092,-377.4982097341908,1463.5017903447151,-7.890594133641571e-08,-0.024354694887244406,-6934.764631807804,-7312.262841463089,-0.0015101937039750564,-7312.262841463089,-0.0015101937039750564,negative,negative,negative,False,0.0958698914280892,False,0.018723683895514986,0.0958698914280892,0.5296956933022615,False,100M<=p<500M,0.50-0.55,0.25-0.50
119,1513271,1513270,1513271,1,14.2297840910738,13.2297840910738,14.22978409100324,7.056044637465675e-11,0.06533654052025545,-761.2155158435926,-747.9857317525893,-0.0030028824908962686,-747.9857317525893,-0.0030028824908962686,negative,negative,positive,False,0.0705260023814927,False,0.0,0.0705260023814927,0.5296424069146164,False,p<100M,0.50-0.55,0.50-1.00
120,108561281,108557409,108561281,3872,3608.0474081565335,-263.9525918434665,3608.047408133745,2.278829924762249e-08,-0.012390309545701573,-5488.269388496876,-5752.221980363131,-0.001612582927396016,-5752.221980363131,-0.001612582927396016,negative,negative,negative,False,0.1470745643860575,False,0.0,0.1470745643860575,0.5295001403037481,False,100M<=p<500M,0.50-0.55,0.10-0.25
