column,primitive_candidate,leaky_excluded,non_null_count,min,max,mean,median,std,corr_with_R_R2Q_rec,corr_with_Q_R2Q,corr_with_E_theta,corr_with_negative_indicator,corr_with_near_forbidden_indicator
E_theta__prime_mesh_r2q_hexc_bridge_rigidity_rows,True,False,1468,-3089.9881332697114,88.76041429147188,-9.368091605921176,16.495335997911504,138.51157515040848,-0.7494614637561278,-0.9075811164199883,1.0,-0.5775175542256413,-0.6108529234832987
endpoint_line_right,True,False,166,-550860.8832795271,-868.601622871141,-12444.68880554083,-5768.9133668534305,44396.96867174282,-0.9969877758076162,-0.8905909369516759,0.8095857308023108,-0.07575079699086214,-0.7476473108199535
theta_start_sign,True,False,0,,,,,,,,,,
theta_end_sign,True,False,0,,,,,,,,,,
theta_local_sign,True,False,0,,,,,,,,,,
theta_crosses_sign,True,False,1468,0.0,0.0,0.0,0.0,0.0,,,,,
local_theta_sign,True,False,0,,,,,,,,,,
endpoint_theta_side,True,False,0,,,,,,,,,,
theta_candidate_crossing,True,False,1468,1.0,1.0,1.0,1.0,0.0,,,,,
Q_tail_end,True,False,1468,0.0,0.0,0.0,0.0,0.0,,,,,
localization_ok,True,False,1468,1.0,1.0,1.0,1.0,0.0,,,,,
E_theta_sign,True,False,0,,,,,,,,,,
schur_projection_proxy,True,False,0,,,,,,,,,,
schur_projection_sign,True,False,0,,,,,,,,,,
spf_class,True,False,0,,,,,,,,,,
E_theta_sign__prime_mesh_r2q_channel_compatibility_rows,True,False,0,,,,,,,,,,
channel_full__prime_mesh_r2q_channel_compatibility_rows,True,False,0,,,,,,,,,,
channel_inferred__prime_mesh_r2q_channel_compatibility_rows,True,False,0,,,,,,,,,,
E_theta_sign__prime_mesh_r2q_o2_local_repayment_assembly_rows,True,False,0,,,,,,,,,,
Q_O2_row_sum,True,False,0,,,,,,,,,,
E_theta_sign__prime_mesh_r2q_hexc_bridge_rigidity_rows,True,False,0,,,,,,,,,,
channel_inferred__prime_mesh_r2q_hexc_bridge_rigidity_rows,True,False,0,,,,,,,,,,
channel_full__prime_mesh_r2q_hexc_bridge_rigidity_rows,True,False,0,,,,,,,,,,
endpoint_exclusion_Q,True,False,1468,0.0,0.0,0.0,0.0,0.0,,,,,
unrepaid_tail,True,False,1468,0.0,0.0,0.0,0.0,0.0,,,,,
forbidden_R2Q,False,True,1468,0.0,1.0,0.0006811989100817438,0.0,0.026099787548594027,0.9507689182934839,0.6973963603253226,-0.5808780720982264,0.0779724267368475,0.5769565764952314
Q_threshold_1p00_flag,False,True,1468,0.0,1.0,0.0006811989100817438,0.0,0.026099787548594027,0.9507689182934839,0.6973963603253226,-0.5808780720982264,0.0779724267368475,0.5769565764952314
forbidden_flag,False,True,1468,0.0,1.0,0.0006811989100817438,0.0,0.026099787548594027,0.9507689182934839,0.6973963603253226,-0.5808780720982264,0.0779724267368475,0.5769565764952314
theta_negative_and_forbidden_flag,False,True,1468,0.0,1.0,0.0006811989100817438,0.0,0.026099787548594027,0.9507689182934839,0.6973963603253226,-0.5808780720982264,0.0779724267368475,0.5769565764952314
