block_id,source_row,p_star,y,h,shell_sym_all_2,shell_sym_all_3,R3_q3,R3_non3,R3_rebuilt,R3_over_R2,R3_q3_over_R2,R3_non3_over_R2
305,305,30386821,30386676,13,9.4470171,2.7991161777778046,4.198674266666666,5.4566582296973375e-14,4.198674266666721,0.2962962962962991,0.44444444444444436,5.776064732324172e-15
309,309,108834839,108833866,973,148.00326789999997,48.092421420346106,32.18983604444444,15.905055772858526,48.094891817302965,0.3249416185380466,0.21749408983451538,0.1074642202063062
316,316,604434563,604433380,1183,149.57777074999996,47.03795102210032,32.18983604444444,15.855796801655838,48.04563284610028,0.31447153401368855,0.21520467836257315,0.1060036977563783
320,320,604702619,604700469,2150,292.8575300999988,92.22027743235274,65.77923017777778,26.955170634166844,92.73440081194461,0.3148980919181532,0.2246117084826771,0.09204192436152404
321,321,109471171,109470995,14,9.4470171,2.799116177777782,4.198674266666666,4.204315111815538e-15,4.1986742666666705,0.2962962962962967,0.44444444444444436,4.450415477511455e-16
330,330,187419913,187418830,1083,165.32279924999983,49.00400630877867,27.991161777777776,21.71262357544529,49.70378535322307,0.29641408523863183,0.16931216931216947,0.1313347201592663
335,335,604685377,604682818,2559,376.30618114999817,125.641629592535,83.97348533333333,42.36792330364622,126.34140863697955,0.3338813867169867,0.2231520223152033,0.11258896458774373
338,338,108591737,108591025,712,111.7897023500001,32.441639648066335,23.79248751111111,8.664138481749996,32.456625992861106,0.2902023975920024,0.21283255086071967,0.07750390509694374
344,344,109597217,109596735,482,66.12911970000005,22.8445453320646,9.796906622222222,13.066040927964142,22.862947550186362,0.34545364335259077,0.14814814814814803,0.19758377228124713
347,347,177979733,177979051,682,102.34268525000007,34.62554052173598,23.79248751111111,11.840734834624879,35.63322234573599,0.3383294119863437,0.2324786324786323,0.11569693335386537
356,356,33821677,33821502,7,6.2980114,1.3995580888889108,2.7991161777777775,4.404610863496575e-14,2.7991161777778215,0.22222222222222568,0.4444444444444444,6.993653367309838e-15
360,360,33488281,33487676,504,91.32116530000008,31.703218516963645,22.39292942222222,9.310289094741444,31.703218516963663,0.3471617824062481,0.24521072796934842,0.10195105443689992
377,377,187427707,187426768,939,149.57777074999996,50.984060557937696,39.18762648888889,12.49621311349318,51.683839602382065,0.3408531916360153,0.2619883040935673,0.08354325011554689
379,379,604681513,604678930,2583,368.43366689999823,118.20807545375456,69.97790444444443,48.929951524280234,118.90785596872468,0.32083950538059564,0.18993352326685747,0.13280532133769687
382,382,604365031,604363228,1803,256.6439645499991,78.392241441433,51.78364928888888,28.00815024143296,79.79179953032184,0.305451334415311,0.20177232447171164,0.1091323160104022
404,404,180628367,180627380,987,149.57777074999996,52.5531387218867,37.7880684,14.774427699925235,52.562496099925234,0.3513432407661866,0.2526315789473685,0.09877422043291978
414,414,179407799,179407294,505,74.00163395000006,24.73342870479415,16.794697066666664,8.638667348547898,25.433364415214562,0.33422814314486,0.22695035460992888,0.1167361703713826
425,425,108843373,108842535,838,132.2582394000001,43.822997628006,30.790277955555553,13.732499458842746,44.5227774143983,0.3313441780777702,0.23280423280423262,0.10383095617438512
432,432,604813747,604812190,1557,223.57940469999937,76.9501836743167,53.18320737777778,24.98087872057514,78.16408609835291,0.3441738463234978,0.23787167449139346,0.11173157363977547
443,443,604711937,604711166,771,105.49169095000008,33.63457920868336,23.79248751111111,10.998838880152148,34.791326391263254,0.3188362884866937,0.22553897180762833,0.10426260856284189
454,454,604143557,604142790,767,108.6406966500001,38.95846623294531,26.59160368888889,12.368204759709897,38.959808448598785,0.35859919380354305,0.24476650563607064,0.11384504279787207
463,463,604208581,604207847,503,75.57613680000006,26.41850280640448,19.593813244444444,6.824689561960049,26.41850280640449,0.34956143466709266,0.2592592592592591,0.09030217540783382
509,509,187493959,187493471,409,62.98011400000005,23.695260916280045,13.995580888888888,10.46924313166941,24.464824020558297,0.37623401120360034,0.22222222222222204,0.16623093333348685
