block_id,p_star,y,h,t,offset,offset_frac,D_t,line_t,diff,abs_diff,residual_slope_prev,Q_exc_interval,shape_class
276,108562291,108561847,313,108561880,33.0,0.10543130990415335,-5361.765124035564,-5355.88411781085,-5.881006224714838,5.881006224714838,0.8847337708057239,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561886,39.0,0.12460063897763578,-5360.632070587652,-5360.33025359569,-0.3018169919623688,0.3018169919623688,0.9298648721254116,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561893,46.0,0.14696485623003194,-5359.089165602048,-5365.517412011337,6.428246409289386,6.428246409289386,0.9614376287502507,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561902,55.0,0.1757188498402556,-5375.799600498333,-5372.186615688597,-3.61298480973619,3.61298480973619,-1.1156923576695084,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561911,64.0,0.20447284345047922,-5373.683100291859,-5378.855819365857,5.172719073998451,5.172719073998451,0.9761893204149601,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561912,65.0,0.20766773162939298,-5373.682073987347,-5379.596841996664,5.914768009316504,5.914768009316504,0.7420489353180528,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561925,78.0,0.24920127795527156,-5371.130631769602,-5389.230136197151,18.09950442754962,18.09950442754962,0.9372874167871627,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561940,93.0,0.2971246006389776,-5386.376650444051,-5400.345475659252,13.968825215200923,13.968825215200923,-0.2753786141565797,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561957,110.0,0.3514376996805112,-5382.803683002898,-5412.942860382966,30.13917738006785,30.13917738006785,0.9511971861686428,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561975,128.0,0.40894568690095845,-5397.577491046779,-5426.281267737486,28.703776690706945,28.703776690706945,-0.07974448274227244,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561978,131.0,0.4185303514376997,-5397.110420908238,-5428.504335629907,31.393914721668807,31.393914721668807,0.8967126769872872,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108562003,156.0,0.4984025559105431,-5391.876089419568,-5447.029901400074,55.15381198050545,55.15381198050545,0.9503958903534658,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108562033,186.0,0.5942492012779552,-5422.639721291205,-5469.260580324275,46.62085903306979,46.62085903306979,-0.284431764914522,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108562068,221.0,0.7060702875399361,-5452.818725871941,-5495.196372402509,42.3776465305682,42.3776465305682,-0.12123464292861692,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108562110,263.0,0.8402555910543131,-5499.607751530406,-5526.319322896391,26.711571365985037,26.711571365985037,-0.37300178963293246,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108562160,313.0,1.0,-5563.370454436726,-5563.370454436726,0.0,0.0,-0.5342314273197007,0.009105982863413702,small_absolute_excursion
321,109471171,109470995,14,109470995,0.0,0.0,-5339.52837913216,-5339.52837913216,0.0,0.0,,0.010267555200510526,small_absolute_excursion
321,109471171,109470995,14,109470996,1.0,0.07142857142857142,-5339.32143509056,-5344.619019311366,5.2975842208061295,5.2975842208061295,5.2975842208061295,0.010267555200510526,small_absolute_excursion
321,109471171,109470995,14,109470997,2.0,0.14285714285714285,-5357.509255230118,-5349.709659490573,-7.799595739544202,7.799595739544202,-13.097179960350331,0.010267555200510526,small_absolute_excursion
321,109471171,109470995,14,109470998,3.0,0.21428571428571427,-5357.509255230118,-5354.80029966978,-2.7089555603379267,2.7089555603379267,5.090640179206275,0.010267555200510526,small_absolute_excursion
321,109471171,109470995,14,109470999,4.0,0.2857142857142857,-5357.185905165117,-5359.890939848987,2.7050346838695987,2.7050346838695987,5.413990244207525,0.010267555200510526,small_absolute_excursion
321,109471171,109470995,14,109471000,5.0,0.35714285714285715,-5357.042194025117,-5364.981580028193,7.939386003075924,7.939386003075924,5.234351319206326,0.010267555200510526,small_absolute_excursion
321,109471171,109470995,14,109471001,6.0,0.42857142857142855,-5375.230014201214,-5370.0722202074,-5.157793993813357,5.157793993813357,-13.097179996889281,0.010267555200510526,small_absolute_excursion
321,109471171,109470995,14,109471002,7.0,0.5,-5375.230014201214,-5375.162860386607,-0.06715381460708159,0.06715381460708159,5.090640179206275,0.010267555200510526,small_absolute_excursion
321,109471171,109470995,14,109471003,8.0,0.5714285714285714,-5393.41783439558,-5380.253500565813,-13.164333829767202,13.164333829767202,-13.09718001516012,0.010267555200510526,small_absolute_excursion
321,109471171,109470995,14,109471004,9.0,0.6428571428571429,-5393.41783439558,-5385.34414074502,-8.073693650560017,8.073693650560017,5.090640179207185,0.010267555200510526,small_absolute_excursion
321,109471171,109470995,14,109471005,10.0,0.7142857142857143,-5393.094484330581,-5390.434780924226,-2.6597034063543106,2.6597034063543106,5.413990244205706,0.010267555200510526,small_absolute_excursion
321,109471171,109470995,14,109471006,11.0,0.7857142857142857,-5392.950773190581,-5395.5254211034335,2.5746479128529245,2.5746479128529245,5.234351319207235,0.010267555200510526,small_absolute_excursion
321,109471171,109470995,14,109471007,12.0,0.8571428571428571,-5392.62742312558,-5400.61606128264,7.98863815705954,7.98863815705954,5.413990244206616,0.010267555200510526,small_absolute_excursion
321,109471171,109470995,14,109471009,14.0,1.0,-5410.797341641053,-5410.797341641053,0.0,0.0,-3.99431907852977,0.010267555200510526,small_absolute_excursion
28,109670797,109660803,9994,109660803,0.0,0.0,-6062.627144332166,-6062.627144332166,0.0,0.0,,0.009801010117957643,small_absolute_excursion
